Classifier,SMOTE,FS,PCA,OVERS,Precision,Recall,F1
SVM,True,False,True,False,0.20078207722521255,0.21092497758400677,0.19464199045853275
SVM,True,False,True,False,0.4997574857557279,0.4705128205128205,0.4685622211248306
